"id","temperature","pressure","humidity","gas_resistance","altitude","pm_1","pm_2","pm_10","created_at"
5708,"32","1458","0.945717629","41","-44","1478","961","1694","2024-04-03 22:38:18.977557+02"
5709,"26","1499","0.526074308","36","-58","2994","2721","755","2024-04-11 17:11:38.977557+02"
5710,"18","1099","0.156171252","9","32","127","1903","1867","2024-08-06 14:08:31.977557+02"
5711,"30","1534","0.12442621","47","44","624","2101","921","2024-09-11 02:49:13.977557+02"
5712,"22","1072","0.104160051","14","36","674","2978","1968","2024-05-24 12:20:45.977557+02"
5713,"25","1092","0.470454134","54","15","668","2728","2252","2024-09-04 01:40:23.977557+02"
5714,"39","805","0.63083663","48","32","1571","1085","370","2024-09-15 20:09:59.977557+02"
5715,"10","983","0.545230207","26","-16","974","287","2061","2024-04-01 14:59:22.977557+02"
5716,"13","1284","0.871394924","36","7","250","2619","827","2024-03-22 20:52:32.977557+01"
5717,"13","1133","0.210620398","35","-56","2071","2988","2577","2024-03-22 00:51:45.977557+01"
5718,"31","1518","0.19372147","24","-13","1450","1614","1035","2024-03-10 15:11:11.977557+01"
5719,"16","1591","0.47669766","58","-39","477","2442","2113","2024-03-04 09:21:39.977557+01"
5720,"24","1112","0.220824227","24","35","1430","845","1819","2024-07-28 20:14:01.977557+02"
5721,"18","1555","0.505193604","42","-13","514","1217","2269","2024-09-23 06:32:03.977557+02"
5722,"17","1957","0.286859758","11","-59","1574","1998","682","2024-04-02 12:53:46.977557+02"
5723,"26","1363","0.320292526","46","-22","1244","980","2823","2024-06-08 04:59:55.977557+02"
5724,"39","1577","0.593076043","47","26","691","2123","983","2024-06-14 06:08:01.977557+02"
5725,"20","1233","0.376649624","53","37","4","873","1601","2024-02-24 12:04:56.977557+01"
5726,"37","1260","0.170080423","14","38","2460","2892","540","2024-04-06 10:44:44.977557+02"
5727,"30","1400","0.461782545","56","13","875","27","1499","2024-04-28 09:47:20.977557+02"
5728,"38","1636","0.899310534","16","-24","2974","827","2534","2024-09-09 13:47:42.977557+02"
5729,"18","1465","0.694191096","12","-26","1781","1995","1986","2024-07-24 09:17:43.977557+02"
5730,"31","989","0.152416272","34","19","1033","2248","2675","2024-01-05 18:20:07.977557+01"
5731,"23","1889","0.539513465","55","-28","2303","1829","918","2024-03-25 03:51:13.977557+01"
5732,"24","1792","0.30537571","15","25","2759","2358","2228","2024-03-28 12:35:53.977557+01"
5733,"31","1024","0.344748643","39","-6","1871","2474","2023","2024-03-14 04:39:11.977557+01"
5734,"12","1388","0.086031473","26","27","904","907","2138","2024-06-04 06:48:25.977557+02"
5735,"14","1751","0.173224401","9","-50","48","2947","336","2024-02-13 15:53:49.977557+01"
5736,"10","1808","0.636194966","35","6","2344","2363","2800","2024-06-12 07:03:36.977557+02"
5737,"30","1913","0.723487649","38","-45","1144","2914","283","2024-07-27 14:18:25.977557+02"
5738,"28","1902","0.232086155","25","-51","2419","1377","687","2024-09-08 18:26:04.977557+02"
5739,"31","1663","0.445563608","45","-45","296","1227","2256","2024-06-27 21:53:08.977557+02"
5740,"27","1162","0.399938899","18","-60","1556","817","630","2024-02-03 01:49:22.977557+01"
5741,"12","1903","0.506480567","32","-45","1672","446","2894","2024-04-22 20:22:42.977557+02"
5742,"37","1061","0.303939219","49","-30","1123","777","405","2024-07-26 01:18:30.977557+02"
5743,"18","811","0.649296383","28","-50","1216","2555","641","2024-05-27 13:51:54.977557+02"
5744,"13","1267","0.944161357","36","-58","1444","1245","292","2024-07-08 15:57:07.977557+02"
5745,"27","1840","0.192614795","42","2","666","2471","1803","2024-04-18 02:16:35.977557+02"
5746,"33","1835","0.046891787","43","-29","2044","2272","2688","2024-07-25 04:42:23.977557+02"
5747,"13","1047","0.276337575","59","21","844","505","244","2024-04-19 19:12:05.977557+02"
5748,"38","860","0.032739139","41","-35","790","2887","2640","2024-07-23 13:26:32.977557+02"
5749,"18","820","0.908010869","24","-57","786","2298","1178","2024-03-22 20:45:32.977557+01"
5750,"32","1938","0.583305952","29","45","2684","2741","846","2024-07-26 04:30:10.977557+02"
5751,"11","1888","0.776355212","52","-15","468","890","1425","2024-03-17 13:22:20.977557+01"
5752,"39","1252","0.741635134","58","8","2722","1006","292","2024-09-23 11:40:34.977557+02"
5753,"17","1991","0.600555072","17","-12","1926","2417","1840","2024-06-24 10:07:57.977557+02"
5754,"23","1406","0.442117026","24","19","1690","2536","135","2024-06-22 21:23:14.977557+02"
5755,"33","1899","0.743235903","44","-59","1300","2679","1309","2024-09-07 02:15:10.977557+02"
5756,"14","896","0.341294992","57","7","2484","2965","1504","2024-02-27 04:15:26.977557+01"
5757,"12","1220","0.55351512","46","-48","121","118","1383","2024-05-27 17:05:27.977557+02"
5758,"31","1603","0.909717835","21","-47","442","1020","2334","2024-02-15 21:57:57.977557+01"
5759,"36","819","0.584909033","57","13","2608","2331","1552","2024-09-22 21:38:52.977557+02"
5760,"35","1824","0.687733994","25","17","2440","2378","2185","2024-05-05 16:31:54.977557+02"
5761,"32","868","0.840902355","60","-47","1904","2287","1019","2024-07-12 16:52:11.977557+02"
5762,"29","1553","0.104343013","14","30","836","1919","729","2024-09-10 12:59:41.977557+02"
5763,"20","1246","0.846735033","11","11","47","1387","2158","2024-04-23 20:41:28.977557+02"
5764,"19","1285","0.336447047","34","-41","1114","1741","2923","2024-05-08 04:06:58.977557+02"
5765,"29","1056","0.244510551","48","-5","765","2056","1378","2024-06-26 01:48:34.977557+02"
5766,"40","1742","0.963138405","49","-20","542","1368","2175","2024-08-06 20:42:41.977557+02"
5767,"22","1526","0.483672852","44","-18","396","1497","1086","2024-08-11 21:36:26.977557+02"
5768,"39","815","0.071683496","59","35","1916","850","2817","2024-08-09 13:06:07.977557+02"
5769,"31","1683","0.452735697","32","39","493","184","260","2024-04-14 05:04:41.977557+02"
5770,"37","1329","0.049880991","29","-31","12","799","2696","2024-07-28 09:01:50.977557+02"
5771,"30","874","0.108065063","49","-30","2913","618","781","2024-06-03 18:51:15.977557+02"
5772,"18","1173","0.798188336","46","1","1687","2363","2298","2024-08-06 17:14:54.977557+02"
5773,"32","1788","0.689211722","58","-14","2077","2465","1809","2024-07-17 20:33:20.977557+02"
5774,"13","974","0.845259741","18","-24","2368","68","2231","2024-02-27 00:18:19.977557+01"
5775,"24","1320","0.698372791","36","11","1106","268","302","2024-09-12 11:11:45.977557+02"
5776,"23","1324","0.529725893","22","-31","2953","2844","2541","2024-01-11 15:40:37.977557+01"
5777,"14","1056","0.182004108","54","-14","1225","1326","1332","2024-09-21 08:13:37.977557+02"
5778,"21","1372","0.490872813","41","11","624","108","1108","2024-05-26 01:04:03.977557+02"
5779,"33","1374","0.981992738","9","-4","294","171","330","2024-05-14 03:51:50.977557+02"
5780,"38","1930","0.276827851","20","-14","46","1170","2247","2024-01-09 14:31:23.977557+01"
5781,"18","1781","0.098989784","42","-30","435","1658","814","2024-01-12 08:50:21.977557+01"
5782,"33","1503","0.225023716","27","-51","2498","1169","1991","2024-05-13 18:37:11.977557+02"
5783,"16","1036","0.102818351","34","44","1088","1267","1760","2024-05-03 16:18:50.977557+02"
5784,"26","945","0.05914221","20","31","2307","622","1772","2024-05-02 04:22:38.977557+02"
5785,"38","1288","0.549910335","58","-48","2179","361","1741","2024-07-20 20:03:30.977557+02"
5786,"11","1951","0.829601552","31","-32","2836","1356","912","2024-08-03 05:15:56.977557+02"
5787,"29","1802","0.365371453","46","32","1126","281","1413","2024-02-03 14:02:47.977557+01"
5788,"28","928","0.175933765","10","-43","997","1213","2545","2024-09-15 20:16:10.977557+02"
5789,"31","1321","0.660442884","46","44","946","1682","672","2024-01-16 12:03:04.977557+01"
5790,"11","916","0.570311649","35","-53","43","11","197","2024-06-14 17:48:38.977557+02"
5791,"11","1164","0.525565948","32","1","350","1993","2882","2024-05-04 14:45:22.977557+02"
5792,"30","1904","0.100005993","33","47","2659","866","1277","2024-03-18 10:14:33.977557+01"
5793,"25","1371","0.071400067","53","49","519","1137","2907","2024-06-06 07:46:26.977557+02"
5794,"12","1775","0.822417991","58","23","1258","445","2872","2024-08-03 02:35:43.977557+02"
5795,"16","1072","0.235203852","21","46","2422","2378","1457","2024-06-11 11:58:44.977557+02"
5796,"34","922","0.272862589","36","42","2332","1042","630","2024-08-24 11:08:25.977557+02"
5797,"40","1462","0.799729013","24","-4","2482","2663","2644","2024-03-23 04:50:02.977557+01"
5798,"27","868","0.33173185","60","38","17","507","827","2024-09-23 09:23:33.977557+02"
5799,"35","1229","0.538451088","27","3","2626","484","1575","2024-03-26 11:35:57.977557+01"
5800,"19","1802","0.337799609","10","-12","2648","1983","36","2024-04-10 07:15:42.977557+02"
5801,"22","882","0.898326683","25","-38","1562","1318","58","2024-07-06 09:49:20.977557+02"
5802,"21","1784","0.827717464","25","8","2026","2349","2101","2024-04-07 17:45:56.977557+02"
5803,"39","874","0.297517755","28","-17","1572","652","1608","2024-09-22 21:33:34.977557+02"
5804,"40","1662","0.099715897","29","20","1132","1318","1150","2024-07-24 10:43:18.977557+02"
5805,"17","1377","0.721011105","32","-24","2319","108","2044","2024-02-05 12:12:59.977557+01"
5806,"11","925","0.371785334","29","50","1660","1259","1882","2024-06-03 07:51:20.977557+02"
5807,"17","1385","0.871395782","39","-2","1919","1808","2418","2024-05-19 18:54:20.977557+02"
5808,"30","1526","0.767801255","33","-1","1566","676","1804","2024-02-24 08:25:05.977557+01"
5809,"12","1415","0.524438825","40","5","2339","1711","1695","2024-02-15 22:59:02.977557+01"
5810,"12","1816","0.122263729","44","-56","219","2998","448","2024-06-06 03:14:36.977557+02"
5811,"25","1023","0.740117495","58","-28","739","2887","1486","2024-05-04 16:58:54.977557+02"
5812,"15","1231","0.874319515","57","-22","2319","2342","285","2024-09-23 18:45:24.977557+02"
5813,"19","1760","0.911945574","43","49","1083","138","2062","2024-06-28 19:39:31.977557+02"
5814,"22","1688","0.675893121","25","41","1077","2787","221","2024-06-17 19:01:31.977557+02"
5815,"18","1174","0.943187785","41","31","1738","30","1917","2024-04-19 11:29:53.977557+02"
5816,"13","1009","0.391911445","20","-24","1949","2036","1888","2024-05-07 17:02:26.977557+02"
5817,"27","1835","0.889418141","30","16","549","1974","713","2024-02-18 06:38:15.977557+01"
5818,"38","1230","0.766010704","16","-19","1394","2791","840","2024-09-11 20:07:57.977557+02"
5819,"26","1627","0.235049512","55","-1","742","996","1406","2024-08-12 05:48:26.977557+02"
5820,"36","1079","0.912456119","38","32","1781","2520","2010","2024-07-20 19:40:15.977557+02"
5821,"16","1099","0.7116947","33","1","263","53","1779","2024-01-18 10:15:16.977557+01"
5822,"12","1791","0.081894627","26","-50","1615","1486","1812","2024-01-17 22:31:55.977557+01"
5823,"26","1307","0.650462954","25","36","1947","1016","2048","2024-09-25 08:29:04.977557+02"
5824,"13","1772","0.245392924","41","-54","2386","486","1259","2024-09-15 12:46:40.977557+02"
5825,"17","1426","0.03574453","33","-11","2767","2064","592","2024-08-02 02:21:27.977557+02"
5826,"38","1204","0.72895829","26","22","535","365","59","2024-05-10 23:59:56.977557+02"
5827,"15","1315","0.829231695","37","19","2685","2634","385","2024-01-25 03:12:47.977557+01"
5828,"17","1841","0.202083704","13","-11","2780","2603","2294","2024-07-04 13:40:39.977557+02"
5829,"22","1676","0.452008487","35","27","1557","1125","2529","2024-03-11 15:07:39.977557+01"
5830,"33","1565","0.004547164","30","21","1390","2400","689","2024-01-15 14:25:04.977557+01"
5831,"28","1511","0.764067294","26","27","106","2166","1037","2024-04-11 17:59:19.977557+02"
5832,"11","1445","0.112864816","20","22","603","2249","1656","2024-03-11 21:24:01.977557+01"
5833,"25","1555","0.878123013","29","-11","2064","2179","1727","2024-07-20 20:11:12.977557+02"
5834,"36","1015","0.101348446","50","-28","2840","2541","2133","2024-08-20 18:20:24.977557+02"
5835,"16","1798","0.360355019","35","-35","451","1278","2199","2024-09-15 21:06:03.977557+02"
5836,"27","1412","0.47240254","45","20","116","337","2923","2024-05-15 09:54:01.977557+02"
5837,"25","1373","0.792375336","24","35","1238","2624","1341","2024-02-28 16:01:59.977557+01"
5838,"39","1746","0.165914056","14","47","1105","2451","1439","2024-05-04 07:17:05.977557+02"
5839,"33","1830","0.93051431","18","24","1686","543","1418","2024-09-17 03:03:13.977557+02"
5840,"30","1614","0.086473011","25","5","313","929","1677","2024-02-28 11:48:43.977557+01"
5841,"10","1477","0.512873315","34","-10","2659","2650","77","2024-07-22 06:15:26.977557+02"
5842,"20","1585","0.215802925","30","-18","1545","1189","2982","2024-09-10 23:09:59.977557+02"
5843,"24","913","0.149469683","18","11","1870","1941","1298","2024-06-28 11:43:26.977557+02"
5844,"36","1118","0.260741194","34","-33","506","436","352","2024-01-25 10:56:08.977557+01"
5845,"24","845","0.211160753","16","25","2113","463","358","2024-07-15 15:03:19.977557+02"
5846,"10","1053","0.846433412","54","21","2733","1352","1841","2024-08-18 15:53:55.977557+02"
5847,"27","1306","0.115048894","50","31","2163","2154","1481","2024-07-25 13:18:21.977557+02"
5848,"31","1099","0.585280658","37","-4","2415","2365","1694","2024-05-22 14:35:08.977557+02"
5849,"26","1023","0.046946833","39","-37","1047","1670","1066","2024-08-08 15:32:16.977557+02"
5850,"31","1097","0.680625609","22","19","1775","2757","2193","2024-02-03 18:46:31.977557+01"
5851,"29","862","0.171761156","19","-45","1856","2441","235","2024-06-07 13:09:47.977557+02"
5852,"31","824","0.802422249","13","-55","1944","1988","253","2024-09-24 12:16:50.977557+02"
5853,"14","1701","0.629457794","39","19","1301","1313","504","2024-05-03 11:58:45.977557+02"
5854,"22","1120","0.456800283","43","36","1823","2294","1662","2024-03-25 01:27:29.977557+01"
5855,"34","1757","0.950296279","10","13","872","2397","568","2024-03-16 13:56:38.977557+01"
5856,"20","1072","0.839217784","22","33","757","1285","1999","2024-07-20 17:25:08.977557+02"
5857,"25","982","0.213153237","18","40","245","2414","554","2024-08-23 14:48:49.977557+02"
5858,"22","1214","0.995552678","27","-3","1419","1385","1456","2024-03-22 11:24:29.977557+01"
5859,"39","1040","0.246833867","26","-35","1758","46","2322","2024-05-18 09:33:10.977557+02"
5860,"40","889","0.893172267","53","-52","2656","335","2302","2024-04-13 06:44:54.977557+02"
5861,"30","1941","0.98044754","19","-53","2464","2585","767","2024-05-12 14:12:47.977557+02"
5862,"37","950","0.602915579","49","-30","1843","1616","204","2024-03-24 22:56:23.977557+01"
5863,"31","971","0.951666972","53","-36","2876","405","607","2024-06-14 23:32:42.977557+02"
5864,"18","844","0.683325572","26","43","2529","2688","1022","2024-06-20 21:27:39.977557+02"
5865,"36","855","0.239077283","17","14","1324","1999","2423","2024-06-27 19:04:36.977557+02"
5866,"19","1708","0.450761661","57","-21","699","1851","59","2024-02-14 17:09:07.977557+01"
5867,"34","1283","0.877930405","26","-52","482","2541","1702","2024-07-02 18:13:59.977557+02"
5868,"22","1818","0.225516737","25","44","2404","2674","1021","2024-09-15 11:42:11.977557+02"
5869,"32","1338","0.298652834","12","-53","1551","406","2198","2024-02-25 01:51:57.977557+01"
5870,"30","1072","0.156046827","49","-2","2386","474","2564","2024-02-11 14:11:34.977557+01"
5871,"29","1610","0.905258617","52","-36","618","2124","2326","2024-06-25 05:35:21.977557+02"
5872,"37","1063","0.096497193","26","27","1115","1696","153","2024-06-07 14:10:30.977557+02"
5873,"40","851","0.815461828","42","22","2110","1490","162","2024-01-13 14:20:41.977557+01"
5874,"27","1555","0.742200795","36","-44","1686","1665","2731","2024-02-22 21:06:53.977557+01"
5875,"27","1305","0.686292644","41","-57","1279","1833","381","2024-03-10 16:28:04.977557+01"
5876,"38","924","0.41735588","42","0","1668","558","968","2024-09-25 17:49:59.977557+02"
5877,"40","1181","0.499755282","48","-54","58","2923","329","2024-08-12 08:17:56.977557+02"
5878,"18","1694","0.64367533","44","-9","192","2213","2405","2024-04-26 04:43:20.977557+02"
5879,"10","826","0.086299562","31","12","1938","1406","1370","2024-06-18 12:50:54.977557+02"
5880,"17","1445","0.987775848","60","3","628","328","2298","2024-02-20 04:11:06.977557+01"
5881,"16","1110","0.015411145","26","12","2292","2796","2142","2024-06-19 17:34:03.977557+02"
5882,"35","1256","0.820135233","34","-49","1549","2772","2949","2024-03-02 08:23:26.977557+01"
5883,"37","1132","0.728167341","48","-24","1541","2770","2839","2024-07-26 01:58:37.977557+02"
5884,"10","1728","0.781185146","50","-10","1419","1273","2483","2024-04-28 06:22:58.977557+02"
5885,"17","1967","0.040845527","20","-32","1390","2369","876","2024-05-27 18:12:04.977557+02"
5886,"40","1594","0.786461023","55","-25","391","2545","1357","2024-04-13 10:01:36.977557+02"
5887,"14","1076","0.661210551","35","-5","71","2835","162","2024-02-21 18:12:56.977557+01"
5888,"16","1349","0.107846418","41","-7","938","1511","2994","2024-04-18 19:35:45.977557+02"
5889,"12","1109","0.596866903","13","-6","826","1240","1415","2024-01-26 06:26:57.977557+01"
5890,"33","987","0.755738404","50","-36","2046","1565","2354","2024-02-10 07:13:40.977557+01"
5891,"11","1878","0.112764502","40","-25","2906","1908","322","2024-08-21 18:33:17.977557+02"
5892,"40","1199","0.611578568","26","-44","500","86","2914","2024-06-03 07:44:14.977557+02"
5893,"35","1921","0.567063209","35","15","1689","579","42","2024-09-21 16:40:32.977557+02"
5894,"16","1547","0.56502242","57","49","666","2939","2049","2024-09-23 03:12:22.977557+02"
5895,"24","1974","0.551541535","14","39","467","2763","2745","2024-05-13 21:05:17.977557+02"
5896,"24","889","0.626036126","34","-47","2436","2200","2342","2024-06-23 16:35:31.977557+02"
5897,"16","1341","0.762681956","15","-2","1509","988","1857","2024-09-11 11:05:45.977557+02"
5898,"36","1613","0.332442222","33","22","1275","1573","1435","2024-08-20 15:39:32.977557+02"
5899,"39","971","0.771650257","29","-35","1235","1199","1345","2024-05-13 03:56:34.977557+02"
5900,"13","1675","0.589660779","38","50","1506","226","1172","2024-09-04 07:40:08.977557+02"
5901,"18","1743","0.691386215","56","-55","2224","2006","1887","2024-01-12 16:59:41.977557+01"
5902,"37","1079","0.774732104","48","-2","2799","1166","2314","2024-03-27 06:33:32.977557+01"
5903,"30","1556","0.821322027","47","11","1391","2464","1752","2024-04-12 16:33:08.977557+02"
5904,"24","1276","0.835785161","59","-36","518","1958","2076","2024-04-16 03:58:46.977557+02"
5905,"24","1370","0.687271591","28","-9","1027","711","1997","2024-08-07 12:32:59.977557+02"
5906,"26","1475","0.437816037","41","-53","1558","367","714","2024-01-19 04:56:50.977557+01"
5907,"30","1041","0.769404645","12","37","2435","386","1610","2024-04-07 11:46:56.977557+02"
5908,"40","1648","0.946345383","40","5","261","1950","2835","2024-06-21 10:59:52.977557+02"
5909,"28","1902","0.213931815","56","-6","1873","1132","987","2024-05-06 09:36:51.977557+02"
5910,"28","941","0.436630482","47","-53","2604","716","500","2024-09-24 14:33:37.977557+02"
5911,"21","1159","0.177472085","47","38","2726","2777","2135","2024-08-07 19:51:37.977557+02"
5912,"31","1853","0.080623981","55","10","1328","2328","596","2024-01-14 01:42:52.977557+01"
5913,"12","1860","0.570698757","45","-39","1588","1359","2166","2024-07-08 08:28:54.977557+02"
5914,"10","932","0.166491549","14","10","1923","2324","2652","2024-02-11 06:12:41.977557+01"
5915,"33","870","0.5498382","27","-44","1493","880","2953","2024-05-07 15:08:02.977557+02"
5916,"27","1095","0.247873939","23","-7","2479","249","930","2024-09-23 10:32:22.977557+02"
5917,"15","1573","0.43493317","46","-2","2040","2344","2636","2024-05-20 23:59:17.977557+02"
5918,"17","1010","0.327864604","30","-35","2901","1084","1939","2024-07-19 17:04:13.977557+02"
5919,"20","1247","0.256267107","50","-42","1595","419","2486","2024-09-01 19:58:47.977557+02"
5920,"21","1048","0.592519644","21","-12","1242","1754","309","2024-09-01 10:14:38.977557+02"
5921,"38","925","0.598733289","18","-39","802","1309","1247","2024-03-09 09:10:53.977557+01"
5922,"40","904","0.61012343","30","17","142","95","2148","2024-02-08 09:40:22.977557+01"
5923,"33","1217","0.976841265","9","10","438","2645","2095","2024-05-18 15:24:56.977557+02"
5924,"12","1567","0.024187099","27","-49","1714","611","2826","2024-07-15 14:54:25.977557+02"
5925,"11","949","0.483659482","48","-6","331","2968","1147","2024-09-02 06:36:17.977557+02"
5926,"18","1499","0.379568035","24","27","1359","1033","2020","2024-07-05 21:41:31.977557+02"
5927,"18","1016","0.858680277","58","-12","2839","1195","2805","2024-08-27 17:29:25.977557+02"
5928,"30","1804","0.015375555","37","-9","1873","1158","224","2024-07-13 16:50:58.977557+02"
5929,"37","1602","0.916723254","37","40","221","2014","2980","2024-08-02 22:35:48.977557+02"
5930,"38","1601","0.818744533","14","13","769","2192","2710","2024-08-12 14:19:20.977557+02"
5931,"23","1087","0.029519586","57","-30","1640","182","866","2024-08-02 04:15:31.977557+02"
5932,"26","1652","0.102712575","25","-24","584","245","2415","2024-01-14 17:53:08.977557+01"
5933,"15","1738","0.855810725","31","41","2371","750","2445","2024-06-01 11:14:50.977557+02"
5934,"37","855","0.315698617","22","-52","1644","2300","1987","2024-02-24 11:03:53.977557+01"
5935,"26","839","0.673938493","17","15","16","2065","60","2024-07-26 08:51:04.977557+02"
5936,"36","1200","0.730630322","18","10","1429","2067","921","2024-03-24 17:07:08.977557+01"
5937,"23","901","0.956268267","28","-51","858","1142","2552","2024-09-09 20:50:44.977557+02"
5938,"35","1402","0.951684862","15","41","2488","705","2567","2024-01-05 16:56:02.977557+01"
5939,"22","983","0.303047242","41","8","2870","485","881","2024-07-08 01:10:40.977557+02"
5940,"31","1862","0.772474791","57","-32","1892","1466","2952","2024-09-24 15:37:43.977557+02"
5941,"38","1973","0.076731159","41","21","2030","1912","1411","2024-01-23 20:21:02.977557+01"
5942,"21","1327","0.794956151","11","37","951","170","1963","2024-02-05 05:51:48.977557+01"
5943,"14","1834","0.113240186","40","-7","1878","1562","436","2024-07-08 18:48:51.977557+02"
5944,"18","1111","0.803464914","17","44","120","2445","1426","2024-07-11 03:18:34.977557+02"
5945,"22","1632","0.291287397","58","41","2435","478","324","2024-02-01 07:46:05.977557+01"
5946,"21","1490","0.393039167","59","-20","2664","2875","16","2024-08-07 06:23:35.977557+02"
5947,"16","901","0.701848959","23","-48","676","2600","2549","2024-06-28 06:09:27.977557+02"
5948,"31","1924","0.057034567","13","45","2163","923","2476","2024-05-23 09:54:45.977557+02"
5949,"25","1966","0.432943072","60","-6","1978","521","296","2024-08-04 19:26:48.977557+02"
5950,"24","1461","0.019728374","24","-21","826","8","522","2024-05-16 19:35:45.977557+02"
5951,"37","1414","0.802986113","12","-33","1854","2062","2880","2024-08-26 04:35:55.977557+02"
5952,"15","1961","0.186217905","40","10","148","667","1397","2024-04-17 06:06:20.977557+02"
5953,"24","1929","0.918242535","15","36","382","21","123","2024-03-17 09:53:46.977557+01"
5954,"11","920","0.104553196","28","22","345","2177","1425","2024-01-02 20:49:36.977557+01"
5955,"29","1371","0.853721411","19","-49","1294","419","2568","2024-09-25 10:41:02.977557+02"
5956,"26","1105","0.477933204","37","-14","1612","1108","1020","2024-02-26 20:28:21.977557+01"
5957,"31","843","0.774838679","39","-46","255","2996","317","2024-01-10 00:19:16.977557+01"
5958,"31","1009","0.120056166","17","16","481","435","2437","2024-09-15 04:20:47.977557+02"
5959,"19","1857","0.574586682","58","-47","226","1908","28","2024-06-19 18:27:35.977557+02"
5960,"15","1441","0.796409106","23","17","1686","2945","1780","2024-09-12 16:08:22.977557+02"
5961,"13","836","0.903480017","60","-21","2157","1960","943","2024-05-15 19:53:25.977557+02"
5962,"19","1135","0.335758715","14","31","2378","2507","1865","2024-09-26 20:15:11.977557+02"
5963,"32","1696","0.97454277","59","46","1817","772","2616","2024-05-20 01:36:33.977557+02"
5964,"26","1466","0.320491374","53","-16","1408","1724","2848","2024-04-17 13:33:56.977557+02"
5965,"26","1932","0.317062988","57","-37","1874","808","236","2024-03-05 05:49:47.977557+01"
5966,"11","1302","0.030342515","18","-18","1266","1975","1633","2024-04-06 06:03:32.977557+02"
5967,"39","1340","0.385129572","11","-35","716","1182","308","2024-07-02 14:47:16.977557+02"
5968,"36","1776","0.640949855","38","-30","665","985","1","2024-07-02 19:43:57.977557+02"
5969,"30","1880","0.855303868","9","-5","1927","849","956","2024-03-09 05:24:53.977557+01"
5970,"25","1824","0.44781209","47","-28","887","1578","1812","2024-02-09 22:07:15.977557+01"
5971,"29","1816","0.153604399","53","41","1575","1452","1142","2024-01-27 20:12:08.977557+01"
5972,"13","1188","0.124094943","25","-47","1521","1047","1676","2024-02-04 22:43:45.977557+01"
5973,"17","965","0.31699685","9","-2","1828","1478","440","2024-03-13 12:28:24.977557+01"
5974,"25","1881","0.926477214","22","49","2465","1761","2522","2024-01-16 08:04:37.977557+01"
5975,"20","999","0.703292452","17","-53","2271","743","1286","2024-06-04 14:40:44.977557+02"
5976,"16","1956","0.541358385","29","17","2438","2149","2675","2024-07-07 05:16:49.977557+02"
5977,"28","1258","0.105110405","49","-27","289","1046","1864","2024-08-17 17:40:21.977557+02"
5978,"34","946","0.392534742","53","5","1962","1339","1654","2024-06-18 03:02:52.977557+02"
5979,"15","1987","0.509520085","54","-9","21","1404","2275","2024-07-04 07:51:10.977557+02"
5980,"25","985","0.65714877","30","-45","1849","923","885","2024-08-24 13:17:33.977557+02"
5981,"15","1484","0.738793504","40","29","1415","2113","783","2024-03-10 06:19:20.977557+01"
5982,"38","1883","0.370895104","40","48","232","2120","2022","2024-01-14 10:59:44.977557+01"
5983,"13","1812","0.634438483","24","15","1291","2533","2031","2024-03-16 16:41:33.977557+01"
5984,"29","1238","0.659452277","12","25","2152","1322","2000","2024-04-09 09:39:24.977557+02"
5985,"16","1212","0.184487735","31","17","1800","2925","504","2024-04-16 04:35:53.977557+02"
5986,"13","1162","0.832668297","28","-1","1094","2300","1479","2024-04-06 09:45:14.977557+02"
5987,"15","1782","0.946280363","11","-38","810","1832","2111","2024-06-06 05:50:57.977557+02"
5988,"40","1861","0.799171964","45","8","332","1715","36","2024-09-16 09:10:38.977557+02"
5989,"14","1227","0.415396949","41","4","2078","1224","1942","2024-08-22 05:56:01.977557+02"
5990,"15","1777","0.782620688","11","-18","2555","1619","282","2024-01-09 14:02:34.977557+01"
5991,"39","1098","0.815310027","32","-55","2125","942","997","2024-08-27 06:16:55.977557+02"
5992,"17","1750","0.980208637","29","16","1968","2093","1232","2024-01-09 04:03:09.977557+01"
5993,"22","1497","0.808004125","25","-7","978","10","4","2024-09-02 22:09:11.977557+02"
5994,"33","1730","0.781310862","51","-8","2110","887","2585","2024-04-02 14:48:47.977557+02"
5995,"23","1636","0.223589304","33","-40","2518","141","2055","2024-04-21 06:29:50.977557+02"
5996,"37","1501","0.529944614","27","-12","2686","1359","571","2024-04-11 17:01:32.977557+02"
5997,"11","1064","0.234238731","26","13","899","2782","1268","2024-05-22 17:13:05.977557+02"
5998,"22","1779","0.538174313","47","39","2310","2915","911","2024-09-09 10:10:23.977557+02"
5999,"10","1456","0.834404763","51","33","255","790","2950","2024-05-04 02:07:10.977557+02"
6000,"14","1958","0.283815261","57","49","2671","2351","2252","2024-03-18 10:28:46.977557+01"
6001,"34","937","0.455163758","15","-51","1310","2673","1848","2024-08-03 12:53:44.977557+02"
6002,"15","1578","0.348715211","22","-16","468","1436","2465","2024-07-27 14:57:50.977557+02"
6003,"10","1627","0.617082288","45","-27","241","1041","307","2024-03-01 16:46:36.977557+01"
6004,"10","865","0.258848551","30","39","1739","2049","771","2024-03-13 01:05:19.977557+01"
6005,"20","1996","0.477745996","34","-29","2797","731","214","2024-06-07 21:08:38.977557+02"
6006,"15","1656","0.393124375","57","-11","2622","827","832","2024-04-26 18:14:40.977557+02"
6007,"35","1141","0.065823369","13","15","1877","1515","905","2024-02-10 16:56:21.977557+01"
